# nc1cl10 

62 atoms
-2.377300 5.360300 xlo xhi
0.590000 21.363700 ylo yhi
-2.163700 3.024900 zlo zhi

2 atom types

Masses

1 12.0111
2 1.0079

Atoms

    1    1     1.000000     1.540000     0.000000
    2    1     2.456100     2.041400     0.000000
    3    1     1.538500     4.082700    -1.130600
    4    1     2.456100     3.581400     0.000000
    5    1     1.538500     5.622700    -1.130600
    6    1     0.370100     6.124100    -0.261600
    7    1     0.370100     7.664100    -0.261600
    8    1    -0.875500     8.165500     0.492500
    9    1    -0.875500     9.705500     0.492500
   10    1    -1.359100    10.206800    -0.881000
   11    1    -1.359100    11.746800    -0.881000
   12    1     0.095700    12.248200    -0.944400
   13    1     0.095700    13.788200    -0.944400
   14    1     1.468100    14.289600    -0.458000
   15    1     2.898200    16.331000    -0.183900
   16    1     1.468100    15.829600    -0.458000
   17    1     2.898200    17.871000    -0.183900
   18    1     3.201500    18.372300     1.240300
   19    1     4.452800    20.413700     1.985000
   20    1     3.201500    19.912300     1.240300
   21    2     1.000000     0.590000     0.000000
   22    2     0.480000     1.898100     0.900700
   23    2     0.480000     1.898100    -0.900700
   24    2     2.964000     1.666300    -0.900700
   25    2     2.964000     1.666300     0.900700
   26    2     1.910100     3.724600    -2.102000
   27    2     0.511400     3.724600    -0.966700
   28    2     2.076800     3.956500     0.962000
   29    2     3.475500     3.956500    -0.173300
   30    2     1.418200     5.980900    -2.163700
   31    2     2.493300     5.980900    -0.718200
   32    2     0.500100     5.749000     0.764300
   33    2    -0.575000     5.749000    -0.681200
   34    2     0.348500     8.022200    -1.301400
   35    2     1.281400     8.022200     0.239700
   36    2    -0.843600     7.790400     1.526100
   37    2    -1.776500     7.790400    -0.015000
   38    2     0.146800    10.063600     0.683900
   39    2    -1.552500    10.063600     1.282100
   40    2    -2.377300     9.831700    -1.061000
   41    2    -0.678100     9.831700    -1.659200
   42    2    -1.839400    12.105000     0.041600
   43    2    -1.917800    12.105000    -1.758200
   44    2     0.563900    11.873100    -1.866400
   45    2     0.642300    11.873100    -0.066600
   46    2    -0.695400    14.146300    -0.269100
   47    2    -0.093600    14.146300    -1.967100
   48    2     2.247700    13.914500    -1.137300
   49    2     1.646000    13.914500     0.560700
   50    2     3.239400    15.972800     0.798600
   51    2     3.578500    15.972800    -0.970600
   52    2     1.138800    16.204700    -1.438200
   53    2     0.799700    16.204700     0.331100
   54    2     1.908900    18.229100    -0.504900
   55    2     3.670800    18.229100    -0.880100
   56    2     4.188300    17.997200     1.549400
   57    2     2.426400    17.997200     1.924700
   58    2     4.452800    21.363700     1.985000
   59    2     4.439000    20.055600     3.024900
   60    2     5.360300    20.055600     1.476900
   61    2     3.225700    20.287400     0.206500
   62    2     2.304400    20.287400     1.754500
